"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,97,3,0,98,91,7,2,95,90,9,1,96,89,10,1,96,,1263,302,24,1/1/2019,12/31/2019
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,97,3,0,98,93,5,2,96,86,12,2,94,86,12,2,94,,1062,369,35,1/1/2019,12/31/2019
45C0001257,BAYLOR SURGICARE PARTNERS LTD,350 S. I35 EAST,DENTON,TX,76205,,(940) 323-1393,98,2,0,99,95,4,1,97,91,8,1,96,92,7,1,97,,1205,454,38,1/1/2019,12/31/2019
45C0001264,TEXAN AMBULATORY SURGERY CENTER LP,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,95,4,1,97,90,9,1,94,84,13,3,93,80,15,5,91,,1032,345,33,1/1/2019,12/31/2019
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,99,1,0,99,92,7,1,95,94,5,1,97,91,7,2,96,,1131,376,33,1/1/2019,12/31/2019
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,97,3,0,98,93,6,1,96,93,6,1,96,90,9,1,96,,1072,403,38,1/1/2019,12/31/2019
45C0001277,TEXAS ENDOSCOPY CENTERS LLC,6405 WEST PARKER RD SUITE 370,PLANO,TX,75093,,(214) 778-2570,99,1,0,100,93,6,1,96,93,7,0,96,91,8,1,96,,990,268,27,1/1/2019,12/31/2019
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,97,3,0,98,91,7,2,94,84,13,3,93,82,16,2,93,,951,271,28,1/1/2019,12/31/2019
45C0001301,GRAPEVINE SURGICARE PARTNERS LTD DBA BAYLOR SCOTT AND WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,98,2,0,99,92,7,1,96,89,10,1,95,88,11,1,96,,1577,396,25,1/1/2019,12/31/2019
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER LLC,"4700 SETON CENTER PKWY, STE. 100",AUSTIN,TX,78759,,(512) 439-1006,96,3,1,98,92,7,1,96,89,10,1,95,84,15,1,94,,1628,462,28,1/1/2019,12/31/2019
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,99,1,0,99,93,6,1,96,94,5,1,97,90,9,1,96,,1047,239,23,1/1/2019,12/31/2019
45C0001318,BAYLOR SURGICARE AT CARROLLTON,4780  NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,98,2,0,99,93,5,2,96,92,6,2,96,87,11,2,95,,1354,316,23,1/1/2019,12/31/2019
45C0001338,SAN ANTONIO ENDOSCOPY LP,"8550 DATAPOINT, SUITE 100",SAN ANTONIO,TX,78229,,(210) 615-7232,99,1,0,99,92,7,1,96,91,8,1,96,90,9,1,96,,1274,370,29,1/1/2019,12/31/2019
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,98,2,0,99,94,5,1,96,89,10,1,95,88,10,2,95,,885,225,25,1/1/2019,12/31/2019
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,95,4,1,97,87,9,4,92,86,10,4,93,81,15,4,91,,926,214,23,1/1/2019,12/31/2019
45C0001355,BAYLOR SURGICARE AT PLANO LLC,1701 OHIO DR.,PLANO,TX,75093,,(214) 291-3000,99,1,0,99,89,8,3,93,93,6,1,97,89,10,1,96,,1033,246,24,1/1/2019,12/31/2019
45C0001357,PHYSICIANS SURGICAL CENTER OF FT. WORTH LLP DBA BAYLOR SURGICARE AT FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5100,97,2,1,98,93,6,1,96,91,8,1,96,88,11,1,95,,1048,274,26,1/1/2019,12/31/2019
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH FREEWAY DBA MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP FREEWAY WEST,HOUSTON,TX,77018,,(713) 457-2750,97,3,0,98,92,6,2,95,91,8,1,96,86,10,4,93,,1306,186,14,1/1/2019,12/31/2019
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,98,2,0,99,91,7,2,95,90,8,2,95,90,8,2,96,,1360,363,27,1/1/2019,12/31/2019
45C0001369,MEMORIAL HERMANN SURGERY CENTER NORTHWEST LLP DBA MEMORIAL HERMANN SURGERY CENTER NORTHWEST,1631 NORTH LOOP WEST SUITE 300,HOUSTON,TX,77008,,(713) 396-1300,97,2,1,98,93,6,1,96,90,8,2,95,85,13,2,94,,945,212,22,1/1/2019,12/31/2019
45C0001370,TEXAS INTERNATIONAL ENDOSCOPY CENTER LP,6620 MAIN ST STE 1500,HOUSTON,TX,77030,,(713) 520-8432,96,3,1,98,91,8,1,95,90,8,2,95,87,10,3,95,,983,250,25,1/1/2019,12/31/2019
45C0001373,ROCKWALL HEATH AMBULATORY SURGERY CENTER LLP DBA BAYLOR SURGICARE AT HEATH,6435 SOUTH FM 549 SUITE 101,HEATH,TX,75032,,(972) 722-9003,,,,,,,,,,,,,,,,,4,,,,,
45C0001374,EL PASO DAY SURGERY LP DBA EL PASO DAY SURGERY LLC,1300 MURCHISON SUITE 200,EL PASO,TX,79902,,(915) 594-9333,97,2,1,98,87,11,2,92,85,12,3,93,82,15,3,92,,673,180,27,1/1/2019,12/31/2019
45C0001384,TUSCAN SURGERY CENTER AT LAS COLINAS,701 TUSCAN DR SUITE 100,IRVING,TX,75039,,(214) 442-1900,98,2,0,99,94,5,1,96,93,6,1,97,92,6,2,96,,1127,283,25,1/1/2019,12/31/2019
45C0001391,NORTH TEXAS ENDOSCOPY PARTNERS,"2023 W. MCDERMOTT DR., # 240",ALLEN,TX,75013,,(972) 781-1482,97,3,0,99,94,5,1,96,95,4,1,97,92,7,1,97,,1352,380,28,1/1/2019,12/31/2019
45C0001393,NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,7150 NORTH GEORGE BUSH HWY SUITE 101,GARLAND,TX,75044,,(214) 703-1800,97,3,0,99,91,8,1,95,89,8,3,95,90,8,2,95,,1159,276,24,1/1/2019,12/31/2019
45C0001396,CENTENNIAL ASC LLC,4401 COIT RD #100,FRISCO,TX,75035,,(469) 893-6573,97,3,0,98,91,7,2,94,87,12,1,95,85,14,1,94,,1554,347,22,1/1/2019,12/31/2019
45C0001406,MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,9200 PINECROFT DR SUITE 200,THE WOODLANDS,TX,77380,,(281) 297-9500,98,2,0,99,93,6,1,96,92,8,0,96,87,12,1,95,,994,202,20,1/1/2019,12/31/2019
45C0001412,CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,801 EAST WHITESTONE BLVD SUITE 100,CEDAR PARK,TX,78613,,(512) 528-2000,97,3,0,99,92,7,1,95,92,7,1,96,87,13,0,95,,1192,295,25,1/1/2019,12/31/2019
45C0001421,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,1517 THOMPSON RD SUITE 100,RICHMOND,TX,77469,,(281) 344-5444,98,2,0,99,92,6,2,95,86,11,3,94,81,16,3,92,,792,158,20,1/1/2019,12/31/2019
45C0001422,LONE STAR ENDOSCOPY CENTER LLC,180 BEAR CREEK PARKWAY,KELLER,TX,76248,,(817) 337-3671,98,2,0,99,93,6,1,96,95,4,1,98,93,6,1,97,,939,242,26,1/1/2019,12/31/2019
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,97,3,0,98,91,8,1,95,88,11,1,95,87,11,2,95,,1096,254,23,1/1/2019,12/31/2019
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,95,4,1,97,89,9,2,93,82,13,5,92,77,18,5,90,,1324,259,20,1/1/2019,12/31/2019
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,97,3,0,98,94,5,1,96,90,9,1,95,88,11,1,95,,1090,211,19,1/1/2019,12/31/2019
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,96,4,0,98,91,7,2,94,88,11,1,95,86,13,1,94,,1763,360,20,1/1/2019,12/31/2019
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,97,2,1,98,91,7,2,95,87,9,4,94,85,13,2,94,,1106,251,23,1/1/2019,12/31/2019
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,98,2,0,99,93,5,2,96,90,9,1,95,87,12,1,95,,916,204,22,1/1/2019,12/31/2019
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,96,3,1,97,91,7,2,94,88,8,4,94,85,13,2,94,,1466,383,26,1/1/2019,12/31/2019
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,99,1,0,99,94,5,1,97,94,6,0,97,94,4,2,97,,1168,511,44,1/1/2019,12/31/2019
45C0001481,HYDE PARK SURGERY CENTER LLC,"4611 GUADALUPE ST., # 100",AUSTIN,TX,78751,,(512) 420-2303,96,3,1,97,90,9,1,95,86,12,2,93,78,19,3,91,,1098,247,22,1/1/2019,12/31/2019
45C0001486,BAYLOR SURGICARE AT MANSFIELD LLC DBA BAYLOR SCOTT AND WHITE SURGICARE MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(817) 453-2744,98,2,0,99,92,7,1,96,93,5,2,96,92,7,1,97,,1215,250,21,1/1/2019,12/31/2019
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,97,2,1,98,92,6,2,95,85,13,2,93,82,16,2,93,,1334,388,29,1/1/2019,12/31/2019
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,97,3,0,99,94,5,1,97,89,9,2,95,85,12,3,93,,1148,274,24,1/1/2019,12/31/2019
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,97,3,0,98,92,6,2,95,90,9,1,95,88,11,1,95,,1336,420,31,1/1/2019,12/31/2019
45C0001536,KIRBY GLEN SURGERY CENTER,2459 S. BRAESWOOD BLVD.,HOUSTON,TX,77030,,(713) 529-8600,97,3,0,98,91,7,2,94,84,15,1,93,81,18,1,93,,1043,313,30,1/1/2019,12/31/2019
45C0001570,LONE STAR ENDOSCOPY CENTER LLC,1001 SURREY LANE,FLOWER MOUND,TX,75022,,(214) 513-6300,98,2,0,99,90,8,2,94,93,5,2,97,93,5,2,97,,1018,296,29,1/1/2019,12/31/2019
45C0001597,NORTH PINES SURGERY CENTER LLC,4019 I 45 N SUITE 150,CONROE,TX,77304,,(936) 641-8181,98,2,0,99,94,5,1,96,91,8,1,96,91,7,2,96,,734,199,27,1/1/2019,12/31/2019
45C0001607,MEMORIAL HERMANN SURGERY CENTER PINECROFT,9305 PINECROFT DR,THE WOODLANDS,TX,77380,,(832) 823-5156,98,2,0,99,93,6,1,96,92,7,1,96,89,9,2,95,,1064,246,23,1/1/2019,12/31/2019
45C0001622,METHODIST ALLEN SURGERY CENTER,1125 RAINTREE CIRLCE SUITE 200,ALLEN,TX,75013,,(972) 569-4500,99,1,0,99,89,10,1,94,97,3,0,98,97,3,0,99,,462,102,22,1/1/2019,12/31/2019
45C0001638,METHODIST CRAIG RANCH SURGERY CENTER,6045 ALMA RD SUITE 100,MCKINNEY,TX,75070,,(469) 907-1651,98,2,0,99,91,7,2,94,88,10,2,95,86,12,2,94,,1542,313,20,1/1/2019,12/31/2019
45C0001656,BAYLOR SURGICARE AT BAYLOR PLANO LLC DBA BAYLOR SCOTT AND WHITE SURGICARE AT PLANO ALLIANCE,4825 ALLIANCE BLVD SUTE 300,PLANO,TX,75093,,(469) 367-0700,98,2,0,99,90,8,2,94,94,5,1,96,89,9,2,95,,1242,298,24,1/1/2019,12/31/2019
46C0001003,INTERMOUNTAIN AVENUES SURGICAL CENTER,359 8TH AVE,SALT LAKE CITY,UT,84143,,(801) 408-3994,98,2,0,99,90,8,2,94,90,7,3,95,84,14,2,93,,985,264,27,1/1/2019,12/31/2019
46C0001004,MCKAY DEE SURGICAL CENTER LLC,"3903 HARRISON BLVD., STE. 100",OGDEN,UT,84403,,(801) 387-3600,99,1,0,99,92,7,1,96,92,7,1,96,89,10,1,96,,2506,724,29,1/1/2019,12/31/2019
49C0001009,CENTRAL VIRGINIA SURGI-CENTER LP DBA SURGI-CENTER OF CENTRAL VIRGINIA,1500 DIXON ST SUITE 101,FREDERICKSBURG,VA,22401,,(540) 371-5349,98,2,0,99,92,7,1,95,90,8,2,95,90,9,1,96,,1010,407,40,1/1/2019,12/31/2019
49C0001012,VIRGINIA BEACH AMBULATORY SURGERY CENTER,1700 WILL O WISP DR,VIRGINIA BEACH,VA,23454,,(757) 496-6400,98,2,0,99,93,6,1,96,92,7,1,95,91,8,1,97,,1099,312,28,1/1/2019,12/31/2019
49C0001025,STONY POINT SURGERY CENTER L.L.C,"8700 STONY POINT PARKWAY, SUITE 100",RICHMOND,VA,23235,,(804) 775-4500,97,2,1,98,91,7,2,95,91,7,2,96,93,7,0,98,,1637,318,20,1/1/2019,12/31/2019
49C0001034,MARY IMMACULATE AMBULATORY SURGERY CENTER LLC,12720 MCMANUS BLVD SUITE 103,NEWPORT NEWS,VA,23602,,(757) 369-7000,98,2,0,99,93,5,2,96,88,11,1,95,86,13,1,95,,880,268,30,1/1/2019,12/31/2019
49C0001044,ST MARY'S AMBULATORY SURGERY CENTER LLC,1501 MAPLE AVE SUITE 300,RICHMOND,VA,23226,,(804) 287-7289,98,2,0,99,93,6,1,96,92,6,2,96,89,9,2,95,,823,251,30,1/1/2019,12/31/2019
49C0001047,BON SECOURS SURGERY CENTER AT VIRGINIA BEACH LLC,828 HEALTHY WAY SUITE 115,VIRGINIA BEACH,VA,23462,,(757) 495-8070,98,2,0,99,95,4,1,97,93,6,1,96,91,7,2,96,,1143,384,34,1/1/2019,12/31/2019
49C0001049,BON SECOURS SURGERY CENTER AT HARBOUR VIEW LLC DBA BON SECOURS SURGERY CENTER AT HARBOUR VIEW,5818 HARBOUR VIEW BLVD SUITE 102D,SUFFOLK,VA,23435,,(757) 215-0499,98,2,0,99,93,5,2,95,89,10,1,95,88,10,2,95,,995,319,32,1/1/2019,12/31/2019
50C0001048,TACOMA AMBULATORY SURGERY CENTER,209 MARTIN LUTHER KING JR WAY,TACOMA,WA,98405,,(206) 596-3590,97,3,0,99,93,6,1,96,82,16,2,93,80,18,2,92,,2153,706,33,1/1/2019,12/31/2019
50C0001093,EASTSIDE ENDOSCOPY CENTER PLLC,1135 116TH AVE NE STE. 570,BELLEVUE,WA,98004,,(425) 451-7335,97,3,0,98,89,9,2,93,84,14,2,94,87,12,1,95,,821,219,27,1/1/2019,12/31/2019
50C0001095,PUGET SOUND GASTROETNEROLOGY AT KIRKLANDEVERGREEN ENDO CTR,11800 NE 128TH ST SUITE 100,KIRKLAND,WA,98034,,(425) 899-4500,98,2,0,99,96,3,1,98,90,8,2,95,89,9,2,95,,1372,421,31,1/1/2019,12/31/2019
50C0001130,PUGET SOUND GASTROENTEROLOGY PS,11027 MERIDIAN AVE. N. STE. 100,SEATTLE,WA,98133,,(206) 365-4492,98,2,0,99,95,4,1,97,89,10,1,95,91,8,1,97,,1153,428,37,1/1/2019,12/31/2019
50C0001146,THE EVERETT CLINIC PLLC,3927 RUCKER AVE,EVERETT,WA,98201,,(425) 285-3906,98,2,0,99,92,6,2,95,88,10,2,95,86,12,2,94,,2107,577,27,1/1/2019,12/31/2019
50C0001152,THE VANCOUVER CLINIC INC,700 NE 87TH AVE.,VANCOUVER,WA,98664,,(360) 397-3462,98,2,0,99,91,7,2,94,85,14,1,94,85,14,1,94,,5272,1528,29,1/1/2019,12/31/2019
50C0001157,EDMONDS ENDOSCOPY CENTER,"21600 HWY 99, STE. 260",EDMONDS,WA,98026,,(425) 774-2650,98,2,0,99,93,6,1,96,87,12,1,95,87,12,1,95,,1127,368,33,1/1/2019,12/31/2019
50C0001190,GASTROENTEROLOGY ASSOCIATES LLC,500 LILLY RD NORTHEAST SUITE 204,OLYMPIA,WA,98506,,(360) 413-8250,97,3,0,98,92,6,2,95,83,14,3,93,84,15,1,94,,1562,577,37,1/1/2019,12/31/2019
50C0001226,PUGET SOUND GASTROENTEROLOGY PS,501 N. 34TH ST. STE. 101,SEATTLE,WA,98103,,(206) 838-1777,98,2,0,99,93,6,1,96,91,8,1,95,89,9,2,95,,1192,331,28,1/1/2019,12/31/2019
50C0001233,NORTHWEST ORTHOPAEDIC SPECIALISTS PS,601 WEST 5TH AVE SUITE 500,SPOKANE,WA,99204,,(509) 344-8672,97,3,0,98,93,6,1,96,92,8,0,96,93,6,1,97,,3030,481,16,1/1/2019,12/31/2019
50C0001280,BELLEVUE AMBULATORY SURGERY CENTER,11511 NE 10TH ST,BELLEVUE,WA,98004,,(509) 241-7026,98,2,0,99,92,7,1,96,89,10,1,95,84,15,1,94,,2379,725,30,1/1/2019,12/31/2019
50C0001300,EASTSIDE ENDOSCOPY CENTER PLLC,"1301 4TH AVE NW, STE. 301",ISSAQUAH,WA,98027,,(425) 270-6363,98,1,1,99,89,9,2,94,93,6,1,96,92,7,1,97,,851,291,34,1/1/2019,12/31/2019
50C0001311,PROVIDENCE HEALTH AND SERVICES WASHINGTON,16528 E DESMET CT A2100,SPOKANE VALLEY,WA,99216,,(509) 944-8960,98,2,0,99,93,6,1,96,91,8,1,96,93,6,1,97,,2248,594,26,1/1/2019,12/31/2019
52C0001005,SSM HEALTH DAVIS DUEHR DEAN SURGERY CENTER,1025 REGENT ST,MADISON,WI,53715,,(608) 259-3570,97,3,0,98,90,9,1,95,81,16,3,92,85,12,3,93,,703,365,53,1/1/2019,12/31/2019
52C0001011,SSM HEALTH SURGERYDIGESTIVE HEALTH CTR ON PARK ST,700 SOUTH PARK ST,MADISON,WI,53715,,(608) 259-3510,98,2,0,99,93,6,1,96,90,8,2,95,87,12,1,95,,927,331,36,1/1/2019,12/31/2019
52C0001066,ASPIRUS STEVENS POINT SURGERY CENTER LLC,5409 VERN HOLMES DR.,STEVENS POINT,WI,54481,,(715) 342-1015,,,,,,,,,,,,,,,,,4,,,,,
53C0001010,TETON OUTPATIENT SERVICES LLC,150 BUFFALO WAY,JACKSON,WY,83001,,(307) 733-8677,99,1,0,99,94,5,1,97,88,11,1,95,87,12,1,95,,1371,394,29,1/1/2019,12/31/2019
53C0001018,SHERIDAN SURGICAL CENTER LLC,1524 WEST 5TH ST,SHERIDAN,WY,82801,,(370) 672-7874,97,3,0,98,89,9,2,94,85,13,2,94,86,13,1,95,,1346,632,47,1/1/2019,12/31/2019
55C0001055,SAN FERNANDO VALLEY SURGERY CENTER LP,11550 INDIAN HILLS RD SUITE 160,MISSION HILLS,CA,91345,,(818) 256-2100,97,3,0,99,93,5,2,95,87,11,2,95,85,13,2,94,,1109,346,31,1/1/2019,12/31/2019
55C0001083,SACRAMENTO MIDTOWN ENDOSCOPY CENTER LLC,3941 J ST SUITE 460,SACRAMENTO,CA,95819,,(916) 733-6218,95,4,1,97,90,7,3,93,83,13,4,93,81,16,3,92,,961,276,29,1/1/2019,12/31/2019
