index,provider_number,npi,name,address,city,state,state_name,county_me,zip_code,latitude,longitude,phone_quality,year_facility,state_code,county_code,tract_code,block_code,geo_msa_name,geo_msa_code,distance_km,radius_count,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,b01003_001e_county,b02015_002e_county,b02015_007e_county,b02015_010e_county,b02015_012e_county,b02015_022e_county,b05001_002e_county,b09001_001e_county,b11001_001e_county,b11012_002e_county,b14001_001e_county,b14007f_017e_county,b14007f_018e_county,b17001_002e_county,b17001b_002e_county,b17001d_002e_county,b17001h_002e_county,b19013_001e_county,b19013a_001e_county,b19013b_001e_county,b19013c_001e_county,b19013d_001e_county,b19013i_001e_county,b19051_001e_county,b19083_001e_county,b19101_001e_county,b19101a_001e_county,b19101b_001e_county,b19101d_001e_county,b19101i_001e_county,b19119_001e_county,b23006_001e_county,b24114_027e_county,b24114_140e_county,b24114_203e_county,b27001_001e_county,b27006_001e_county,b27007_001e_county,b27017_001e_county,b27018_001e_county,b28011_001e_county,medical_managerspc_county,healthcare_socialworkerspc_count,emergency_medicinephysicianspc_c,b01003_001e_state,b02015_002e_state,b02015_007e_state,b02015_010e_state,b02015_012e_state,b02015_022e_state,b05001_002e_state,b09001_001e_state,b11001_001e_state,b11012_002e_state,b14001_001e_state,b14007f_017e_state,b14007f_018e_state,b17001_002e_state,b17001b_002e_state,b17001d_002e_state,b17001h_002e_state,b19013_001e_state,b19013a_001e_state,b19013b_001e_state,b19013c_001e_state,b19013d_001e_state,b19013i_001e_state,b19051_001e_state,b19083_001e_state,b19101_001e_state,b19101a_001e_state,b19101b_001e_state,b19101d_001e_state,b19101i_001e_state,b19119_001e_state,b23006_001e_state,b24114_027e_state,b24114_140e_state,b24114_203e_state,b27001_001e_state,b27006_001e_state,b27007_001e_state,b27017_001e_state,b27018_001e_state,b28011_001e_state,medical_managerspc_state,healthcare_socialworkerspc_state,emergency_medicinephysicianspc_s,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,professional_care,adequate_care,poor_care,care_score,strong_communication,adequate_communication,poor_communication,communication_score,excellent_rating,fair_rating,poor_rating,definite_recommendation,probable_recommendation,no_recommendation,recommendation_score,sample_count,completed_surveys,response_rate,survey_start,survey_end
1215,38C0001100,1124396544,Valley Plastic Surgery,280 South Pacific Hwy,Medford,OR,Oregon,,97504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,38C0001105,1578817078,"Northwest Spine And Laser Surgery Center, Llc","8995 Sw Miley Road, Suite 204",Wilsonville,OR,Oregon,,97070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,38C0001114,1407330863,Gso Equipment Corp Dba The Oregon Clinic Endoscopy Center - Newberg,879 Providence Dr,Newberg,OR,Oregon,,97132,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,136,No Different Than the National Rate,12.5,NA,NA,,,,,,,,,,,,,,,,,,,,
1218,38C0001109,1760861835,Central Oregon Surgery Center Llc,1835 Nw Pence Ln Ste 100,Bend,OR,Oregon,,97703,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,91,No Different Than the National Rate,12,NA,NA,,,,,,,,,,,,,,,,,,,,
1219,38C0001108,1477949766,Deschutes Surgery Center Llc,2115 Northeast Wyatt Ct #105,Bend,OR,Oregon,,97701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,38C0001009,1497851893,Eye Surgery Center,2700 - 14Th Avenue Se,Albany,OR,Oregon,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,0.12,,,,,,,,,,,,,,,,,,,,
1221,38C0001104,1053688036,Sunset Surgical Centre Llc,"15390 Nw Cornell Rd, Suite 125",Beaverton,OR,Oregon,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,98.37,NA,,,,,,,,,,,,,,,,,,,,
1222,38C0001004,1659409241,Eye Surgery Center,1408 E Barnett Road,Medford,OR,Oregon,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,0.29,,,,,,,,,,,,,,,,,,,,
1223,38C0001106,1891127981,Plaza Ambulatory Surgery Center Llc,"5050 Ne Hoyt, Suite 156",Portland,OR,Oregon,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,80,No Different Than the National Rate,12.8,NA,NA,,,,,,,,,,,,,,,,,,,,
1224,38C0001095,1841507266,"South Portland Surgical Center, Llc","6370 Sw Borland Road, Suite 100",Tualatin,OR,Oregon,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,38C0001102,1912218223,"Skin Cancer Surgery Center, Llc",6370 Sw Borland Rd Suite 201,Tualatin,OR,Oregon,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,38C0001038,1265609945,Pacific Cataract And Laser Institute Inc Pc,"19801 Sw 72Nd Avenue, Suite 150",Tualatin,OR,Oregon,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,0.21,,,,,,,,,,,,,,,,,,,,
1227,39C0001298,1750658092,"Advanced Center For Surgery, Llc",3280 Pleasant Valley Blvd,Altoona,PA,Pennsylvania,,16602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,39C0001292,1063715951,New Britain Surgery Center,1200 Manor Drive,Chalfont,PA,Pennsylvania,,18914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,39C0001294,1578914891,Progress Surgery Center,102 Progress Dr,Doylestown,PA,Pennsylvania,,18901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,39C0001300,1043347230,Wound Institute And Research Center,"1000 Meade Street, Suite 106",Dunmore,PA,Pennsylvania,,18512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,39C0001304,1467715953,Einstein Montgomery Surgery Center,609 West Germantown Pike Suite 100,East Norriton,PA,Pennsylvania,,19403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,39C0001305,1467721332,Capital Surgery And Laser Center,"10 Capital Drive, Suite 200",Harrisburg,PA,Pennsylvania,,17110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,39C0001301,1982858353,"Sam Surgery Center, Llc",1120 Township Line Road,Havertown,PA,Pennsylvania,,19083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,39C0001321,1609247741,Surgery Center At Linden Pointe,3055 Innovation Way,Hermitage,PA,Pennsylvania,,16148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,39C0001312,1750715785,Langhorne Access Center,670 Woodbourne Avenue Bldg 1 Unit 100,Langhorne,PA,Pennsylvania,,19047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,39C0001307,1902140577,Oxford Valley Pain And Surgical Center Inc,310 Middletown Blvd Suite 200,Langhorne,PA,Pennsylvania,,19047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,39C0001296,1134499684,"Childrens Surgery Center Of Malvern, Llc","596 Lancaster Avenue, Suite 300",Malvern,PA,Pennsylvania,,19355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,39C0001293,1750694832,Surgicare Associates,760 Newtown-Yardley Rd,Newtown,PA,Pennsylvania,,18940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,39C0001315,1790197606,"Urology Health Surgery Center, Llc",4 Industrial Blvd Suite 175,Paoli,PA,Pennsylvania,,19301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,39C0001309,1649270075,Northeast Regional Surgery Center Llc,11 Gallagher Drive,Plains,PA,Pennsylvania,,18705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,39C0001299,1336439645,Bryn Mawr Urology Group,919 Conestoga Road,Bryn Mawr,PA,Pennsylvania,,19010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,39C0001295,1215227194,"South Hills Surgery Center, Llc",6161 Clairton Road,West Mifflin,PA,Pennsylvania,,15122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,39C0001302,1396012845,Premier Surgery Center Of Pittsburgh,14000 Perry Highway Suite 100,Wexford,PA,Pennsylvania,,15090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,39C0001318,1629409578,Pain Center Of Wyoming Valley,142 Mundy Street,Wilkes Barre,PA,Pennsylvania,,18702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,39C0001343,1932613643,Grand View Surgery Center At Haleysville,270 Main St Suite 100,Harleysville,PA,Pennsylvania,,19438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,39C0001222,1962436337,Cpgi Endoscopy Center Llc,90 Medical Park,Lewisburg,PA,Pennsylvania,,17837,,,(570) 768-3300,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,1092,No Different Than the National Rate,11.9,NA,NA,98,2,0,99,95,4,1,97,91,8,1,89,10,1,96,1292,519,40,1/1/19,12/31/19
1247,39C0001100,1952868622,York Endoscopy Center Llc Dba Upmc Specialty Care York Endoscopy,2690 South Field Dr,York,PA,Pennsylvania,,17403,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,521,No Different Than the National Rate,12.3,NA,NA,,,,,,,,,,,,,,,,,,,,
1248,39C0001310,1558613067,Ambulatory Surgery Center At The Jefferson Pain And Rehab Center,4735 Clairton Blvd,Pittsburgh,PA,Pennsylvania,,15236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,39C0001338,1538607544,Delaware Valley Nephrology And Hypertension Assoc Pc Dba Vascular Access Center Of Delaware Valley,"8120 York Rd, Suite 250",Elkins Park,PA,Pennsylvania,,19027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,39C0001326,1629517271,Orthopaedic Surgery Center At Bryn Mawr Hospital,135 South Bryn Mawr Ave Suite 400,Bryn Mawr,PA,Pennsylvania,,19010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,39C0001341,1154787117,The Pennsylvania Surgery And Laser Center,601 Franklin Mills Cir,Philadelphia,PA,Pennsylvania,,19154,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,0.33,,,,,,,,,,,,,,,,,,,,
1252,39C0001334,1821529892,Allegheny Clinic Dba Ahn Westmoreland Endoscopy Center,118 Nature Park Rd Suite 200,Greensburg,PA,Pennsylvania,,15601,,,(724) 333-6702,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33,NA,214,No Different Than the National Rate,12.2,NA,NA,99,1,0,100,96,3,1,98,96,3,1,95,4,1,98,1463,621,42,1/1/19,12/31/19
1253,39C0001339,1558808287,Valley Kidney Specialists Dba Lifeline Valley Access Center,2014 City Line Rd Suite 101,Bethlehem,PA,Pennsylvania,,18017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,39C0001344,1740785096,Gastrointestinal Endoscopy Center Llc,1600 Horizon Dr Suite 107,Chalfont,PA,Pennsylvania,,18914,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.01,NA,375,No Different Than the National Rate,12.7,NA,NA,,,,,,,,,,,,,,,,,,,,
1255,39C0001323,1851845986,West Shore Pain And Spine Institute Llc,5124 E. Trindle Rd,Mechanicsburg,PA,Pennsylvania,,17050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,39C0001325,1952785438,325 Asc Llc,325 West Germantown Pike Suite,East Norriton,PA,Pennsylvania,,19403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,39C0001320,1285012740,Progressive Surgical Institute Abe Inc,5201 Hamilton Boulevard,Allentown,PA,Pennsylvania,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,100,0.41,,,,,,,,,,,,,,,,,,,,
1258,39C0001322,1972977627,Jefferson Endoscopy Center At Bala,130 Presidential Boulevard,Bala Cynwyd,PA,Pennsylvania,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,433,No Different Than the National Rate,11.3,NA,NA,,,,,,,,,,,,,,,,,,,,
1259,39C0001319,1821485442,Bethel Park Surgery Center,1000 Higbee Drive,Bethel Park,PA,Pennsylvania,,,,,(412) 854-7910,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15,NA,138,No Different Than the National Rate,11.5,97.71,0,99,1,0,99,95,5,0,97,94,4,2,91,8,1,96,873,290,33,1/1/19,12/31/19
1260,39C0001235,1871804815,Gateway Surgery Center Llc,490 Northampton Suite 2,Edwardsville,PA,Pennsylvania,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,2344,No Different Than the National Rate,12.2,NA,NA,,,,,,,,,,,,,,,,,,,,
1261,39C0001324,1376906354,Premier At Exton Surgery Center Llc,491 John Young Way Suite 100,Exton,PA,Pennsylvania,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,96.13,NA,,,,,,,,,,,,,,,,,,,,
1262,39C0001152,1023006079,The Endoscopy Center Llc,817 Lawn Avenue,Lansdale,PA,Pennsylvania,,,,,(215) 453-3050,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.4,NA,2368,No Different Than the National Rate,13.4,NA,NA,98,2,0,99,90,8,2,94,92,7,1,90,9,1,96,1224,477,39,1/1/19,12/31/19
1263,39C0001297,1568742138,Peters Township Surgery Center,160 Gallery Drive #600,Mcmurray,PA,Pennsylvania,,,,,(724) 942-2684,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,NA,77,No Different Than the National Rate,11.7,96.79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264,39C0001308,1639510175,Monroeville Ambulatory Surgery Center Llc,4121 Monroeville Blvd,Monroeville,PA,Pennsylvania,,,,,(412) 380-5624,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.09,NA,298,No Different Than the National Rate,11.3,98.96,0,99,1,0,99,94,5,1,97,93,6,1,89,9,2,95,1276,454,36,1/1/19,12/31/19
1265,39C0001327,1801334875,Geisinger Endoscopy Montoursville,10 Choate Cir,Montoursville,PA,Pennsylvania,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,NA,1064,No Different Than the National Rate,12.3,NA,NA,,,,,,,,,,,,,,,,,,,,
1266,39C0001287,1194027920,Grant Surgicenter Llc,2000 Grant Avenue,Philadelphia,PA,Pennsylvania,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,863,No Different Than the National Rate,11.2,NA,NA,,,,,,,,,,,,,,,,,,,,
1267,39C0001306,1366886913,"Vincera Surgery Center, Llc",1200 Constitution Avenue Suite 100,Philadelphia,PA,Pennsylvania,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,39C0001310,1376526780,Jefferson Pain And Rehab Center,4735 Clairton Blvd,Pittsburgh,PA,Pennsylvania,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,39C0001336,1447600416,Pottstown Ambulatory Center,20 North Sunnybrook Rd Suite 2,Pottstown,PA,Pennsylvania,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,859,No Different Than the National Rate,10.7,NA,NA,,,,,,,,,,,,,,,,,,,,
