index,provider_number,npi,name,address,city,state,state_name,county_name,zip_code,latitude,longitude,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,state_code,county_fips,tract_code,block_code,geo_msa_name,geo_msa_code,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,census_pop_2010,uic_code,description,urban_rural,year_facility
2082,33C0001108,1720215320,East Side Endoscopy,380 Second Ave,New York,NY,New York,Monroe County,14618,43.11,-77.59,NA,NA,1811,No Different Than the NAtioNAl Rate,12.3,NA,NA,36,36055,13005,4000,"Rochester, NY",NA,22.1,22.3,21.9,2503,1008,0.403,1495,0.597,1476,0.651,542,0.239,36,0.016,188,0.083,235,0.094,744344,1,Large-in a metro area with at least 1 million residents or more,0,2019
2083,33C0001000,1639172828,"Westfall Surgery Center, Llp",1065 Senator Keating Boulevard,Rochester,NY,New York,Monroe County,14618,43.11,-77.59,NA,NA,402,No Different Than the NAtioNAl Rate,11.9,NA,NA,36,36055,13005,4000,"Rochester, NY",40380,22.1,22.3,21.9,2503,1008,0.403,1495,0.597,1476,0.651,542,0.239,36,0.016,188,0.083,235,0.094,744344,1,Large-in a metro area with at least 1 million residents or more,0,2019
2084,33C0001173,1760931349,Sf nassau Asc Dba East Hills Surgery Center,2200 Northern Blvd Suite 100D,Greenvale,NY,New York,nassau County,11548,40.81,-73.64,NA,NA,NA,NA,NA,100,NA,36,NA,302101,2001,"New York-Newark-Jersey City, NY-NJ-PA",35620,40.5,42.7,40.1,1459,623,0.427,836,0.573,1268,0.869,0,0,0,0,109,0.075,0,0,NA,NA,NA,NA,2019
2085,33C0001172,1134665193,Nhpe Llc Dba New Hyde Park Endoscopy,1991 Marcus Ave,New Hyde Park,NY,New York,nassau County,11042,40.76,-73.69,77.01,NA,223,No Different Than the NAtioNAl Rate,12.8,NA,NA,36,NA,302800,1000,"New York-Newark-Jersey City, NY-NJ-PA",35620,36.8,40.3,33.8,856,422,0.493,434,0.507,397,0.493,0,0,0,0,396,0.491,50,0.058,NA,NA,NA,NA,2019
2086,33C0001067,1659375632,South Shore Ambulatory Surgery Center Llc,444 Merrick Road Suite 400,Lynbrook,NY,New York,Nassau County,11563,40.66,-73.68,NA,NA,NA,NA,NA,99.33,1.59,36,36059,411800,5004,"New York-Newark-Jersey City, NY-NJ-PA",35620,36.7,38,36.7,975,446,0.457,529,0.543,828,0.967,0,0,0,0,28,0.033,119,0.122,1339532,1,Large-in a metro area with at least 1 million residents or more,0,2019
2087,33C0001105,1902070832,Meadowbrook Endoscopy Center,865 Merrick Ave,Westbury,NY,New York,Nassau County,11590,40.75,-73.59,85.47,NA,2607,No Different Than the NAtioNAl Rate,10.8,NA,NA,36,36059,304002,4005,"New York-Newark-Jersey City, NY-NJ-PA",35620,43,40.2,56.8,1203,487,0.405,716,0.595,1017,0.936,0,0,0,0,52,0.048,116,0.096,1339532,1,Large-in a metro area with at least 1 million residents or more,0,2019
2088,33C0001032,1063427706,Prohealth Ambulatory Surgery Center,2800 Marcus Avenue,New Hyde Park,NY,New York,Nassau County,11042,40.76,-73.7,NA,NA,NA,NA,NA,99.76,NA,36,36059,300901,3013,"New York-Newark-Jersey City, NY-NJ-PA",35620,55.5,55.1,59.2,1400,671,0.479,729,0.521,561,0.416,124,0.092,0,0,649,0.481,50,0.036,1339532,1,Large-in a metro area with at least 1 million residents or more,0,2019
2089,33C0001070,1265574768,Endoscopy Center Of Long Island,711 Stewart Avenue,Garden City,NY,New York,Nassau County,11530,40.73,-73.61,NA,NA,3201,No Different Than the NAtioNAl Rate,10.1,NA,NA,36,36059,407301,3038,"New York-Newark-Jersey City, NY-NJ-PA",35620,22.6,22.8,22.4,5830,2545,0.437,3285,0.563,3948,0.765,536,0.104,0,0,450,0.087,672,0.115,1339532,1,Large-in a metro area with at least 1 million residents or more,0,2019
2090,33C0001047,1629152053,Island Eye Surgicenter Llc,255 Glen Cove Road,Carle Place,NY,New York,Nassau County,11514,40.75,-73.62,NA,NA,NA,NA,NA,NA,0.36,36,36059,303800,5011,"New York-Newark-Jersey City, NY-NJ-PA",35620,43.4,43.1,43.9,1093,566,0.518,527,0.482,778,0.783,44,0.044,0,0,145,0.146,100,0.091,1339532,1,Large-in a metro area with at least 1 million residents or more,0,2019
2091,33C0001119,1124324181,Manhattan Endoscopy Center Llc,535 Fifth Ave,New York,NY,New York,New York County,10017,40.75,-73.98,NA,NA,3670,No Different Than the NAtioNAl Rate,11,NA,NA,36,36061,9400,1004,"New York-Newark-Jersey City, NY-NJ-PA",35620,34.6,34.5,36.1,71,21,0.296,50,0.704,66,0.93,0,0,0,0,5,0.07,0,0,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2092,33C0001136,1174873780,The Endoscopy Center Of New York,"201 East 93Th Street, 2Nd Floor",New York,NY,New York,New York County,10128,40.78,-73.95,NA,NA,4042,Better Than the NAtioNAl Rate,8.1,NA,NA,36,36061,15403,3000,"New York-Newark-Jersey City, NY-NJ-PA",35620,42.6,31,42.6,1596,902,0.565,694,0.435,694,0.447,113,0.073,0,0,452,0.291,42,0.026,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2093,33C0001114,1770810798,Midtown Surgery Center Llc,305 East 47Th Street C-Level,New York,NY,New York,New York County,10017,40.75,-73.97,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,36,36061,9000,3000,"New York-Newark-Jersey City, NY-NJ-PA",35620,33.1,27.2,40.4,1156,613,0.53,543,0.47,650,0.605,66,0.061,0,0,359,0.334,81,0.07,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2094,33C0001127,1588938682,Westside Gi Center,"619 West 54Th Street, 8Th Floor",New York,NY,New York,New York County,10019,40.77,-73.99,NA,NA,2166,No Different Than the NAtioNAl Rate,10.7,NA,NA,36,36061,13502,4001,"New York-Newark-Jersey City, NY-NJ-PA",35620,40.3,40.9,40,4920,2390,0.486,2530,0.514,1691,0.521,552,0.17,0,0,929,0.286,1672,0.34,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2095,33C0001170,1346792165,Hss Asc Of Manhattan Dba Hospital For Special Surgery,1233 2Nd Ave,New York,NY,New York,New York County,10065,40.76,-73.96,NA,NA,NA,NA,NA,88.54,NA,36,36061,11800,8000,"New York-Newark-Jersey City, NY-NJ-PA",35620,66.3,69.1,66.3,275,121,0.44,154,0.56,133,0.547,0,0,0,0,110,0.453,32,0.116,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2096,33C0001166,1689029316,Liberty Endoscopy Center,156 William St 4Th Floor,New York,NY,New York,New York County,10038,40.71,-74.01,NA,NA,167,No Different Than the NAtioNAl Rate,11.7,NA,NA,36,36061,1501,1014,"New York-Newark-Jersey City, NY-NJ-PA",35620,32.4,33.2,31.1,3237,1616,0.499,1621,0.501,2082,0.684,123,0.04,0,0,646,0.212,192,0.059,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2097,33C0001100,1619166097,Gramercy Park Digestive Disease Center,"227 East 19Th Street, Bldg D, 2Nd Fl",New York,NY,New York,New York County,10003,40.74,-73.98,NA,NA,892,No Different Than the NAtioNAl Rate,11.7,NA,NA,36,36061,6600,4000,"New York-Newark-Jersey City, NY-NJ-PA",35620,56.2,59.6,38.3,1487,888,0.597,599,0.403,1230,1,0,0,0,0,0,0,257,0.173,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2098,33C0001124,1497068761,Carnegie Hill Endoscopy Llc,1516 Lexington Ave,New York,NY,New York,New York County,10029,40.79,-73.95,NA,NA,4433,Better Than the NAtioNAl Rate,9.1,NA,NA,36,36061,15802,1002,"New York-Newark-Jersey City, NY-NJ-PA",35620,25.8,30.5,21.6,2235,1035,0.463,1200,0.537,1170,0.619,233,0.123,0,0,412,0.218,344,0.154,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2099,33C0001078,1912909169,Kips Bay Endoscopy Center,535 Second Avenue,New York,NY,New York,New York County,10016,40.74,-73.98,NA,NA,3929,No Different Than the NAtioNAl Rate,11.8,NA,NA,36,36061,6600,4000,"New York-Newark-Jersey City, NY-NJ-PA",35620,56.2,59.6,38.3,1487,888,0.597,599,0.403,1230,1,0,0,0,0,0,0,257,0.173,1585873,1,Large-in a metro area with at least 1 million residents or more,0,2019
2100,33C0001141,1780021188,Endoscopy Center Of Niagara Llc,6930 Williams Road,Niagara Falls,NY,New York,Niagara County,14304,43.09,-78.94,100,NA,642,No Different Than the NAtioNAl Rate,11.7,NA,NA,36,36063,22714,2017,"Buffalo-Cheektowaga, NY",15380,51.4,35.1,61.5,1082,494,0.457,588,0.543,932,0.88,57,0.054,0,0,37,0.035,23,0.021,216469,1,Large-in a metro area with at least 1 million residents or more,0,2019
2101,33C0001118,1972894962,Mohawk Valley Ec Llc,116 Business Park Drive,Utica,NY,New York,Oneida County,13502,43.09,-75.29,NA,NA,2405,No Different Than the NAtioNAl Rate,10.5,NA,NA,36,36065,21702,3001,"Utica-Rome, NY",46540,51.9,34.4,58.4,714,405,0.567,309,0.433,666,0.974,18,0.026,0,0,0,0,30,0.042,234878,2,Small-in a metro area with fewer than 1 million residents,0,2019
2102,33C0001121,1831484567,Griffiss Ec Llc,105 Dart Circle,Rome,NY,New York,Oneida County,13441,43.21,-75.41,75.16,NA,257,No Different Than the NAtioNAl Rate,11.6,97.56,0.21,36,36065,22500,4018,"Utica-Rome, NY",46540,31,26.1,38.5,1482,803,0.542,679,0.458,1322,0.916,25,0.017,0,0,60,0.042,39,0.026,234878,2,Small-in a metro area with fewer than 1 million residents,0,2019
2103,33C0001120,1720388465,West Asc Llc,5700 West Genesee St,Camillus,NY,New York,Onondaga County,13031,43.04,-76.29,NA,NA,NA,Number of Cases Too Small,NA,98.9,NA,36,36067,12400,3010,"Syracuse, NY",45060,46.9,46.1,51,1012,520,0.514,492,0.486,937,0.939,0,0,0,0,30,0.03,14,0.014,467026,2,Small-in a metro area with fewer than 1 million residents,0,2019
2104,33C0001129,1366799033,Upstate Gastroenterology Llc,"1000 E. Genesee St, Ste 206",Syracuse,NY,New York,Onondaga County,13210,43.05,-76.14,86.67,NA,237,No Different Than the NAtioNAl Rate,12.3,NA,NA,36,36067,3400,1004,"Syracuse, NY",45060,23.4,22.5,25.1,1393,610,0.438,783,0.562,534,0.415,532,0.413,9,0.007,152,0.118,105,0.075,467026,2,Small-in a metro area with fewer than 1 million residents,0,2019
2105,33C0001063,1639261365,"Specialists One Day Surgery  Center, Llc",190 Intrepid Lane,Syracuse,NY,New York,Onondaga County,13205,43,-76.13,NA,NA,NA,NA,NA,99.71,NA,36,36067,6102,2000,"Syracuse, NY",45060,29.5,28.9,29.9,1066,532,0.499,534,0.501,512,0.49,118,0.113,0,0,289,0.277,21,0.02,467026,2,Small-in a metro area with fewer than 1 million residents,0,2019
2106,33C0001099,1053505511,"Digestive Disease Center Of Central New York, Llc",5112 West Taft Rd Suite E,Liverpool,NY,New York,Onondaga County,13088,43.12,-76.16,NA,NA,2274,No Different Than the NAtioNAl Rate,12.2,NA,NA,36,36067,11011,2000,"Syracuse, NY",45060,47.1,42,60.2,1073,483,0.45,590,0.55,858,0.8,43,0.04,0,0,137,0.128,0,0,467026,2,Small-in a metro area with fewer than 1 million residents,0,2019
2107,33C0001086,1811080963,Endoscopic Procedure Center,4900 Broad Road,Syracuse,NY,New York,Onondaga County,13215,43.01,-76.17,93.2,NA,1618,No Different Than the NAtioNAl Rate,12.5,NA,NA,36,36067,5700,1007,"Syracuse, NY",NA,40.4,38.6,41.4,815,324,0.398,491,0.602,367,0.474,301,0.389,18,0.023,0,0,41,0.05,467026,2,Small-in a metro area with fewer than 1 million residents,0,2019
2108,33C0001113,1801196050,Agcny East Llc,"4000 Medical Center Drive, Suite 308",Fayetteville,NY,New York,Onondaga County,13066,43.04,-76.02,94.35,NA,1097,No Different Than the NAtioNAl Rate,10.4,NA,NA,36,36067,15000,3001,"Syracuse, NY",45060,40.5,34.8,54.8,1306,628,0.481,678,0.519,1130,0.895,17,0.013,0,0,84,0.067,43,0.033,467026,2,Small-in a metro area with fewer than 1 million residents,0,2019
2109,33C0001085,1073587416,"Syracuse Endoscopy Associates, Llc",739 Irving Avenue,Syracuse,NY,New York,Onondaga County,13210,43.04,-76.14,NA,NA,2057,No Different Than the NAtioNAl Rate,13.5,NA,NA,36,36067,4301,1001,"Syracuse, NY",45060,19.5,19.6,19.4,1502,655,0.436,847,0.564,638,0.47,430,0.317,0,0,202,0.149,145,0.097,467026,2,Small-in a metro area with fewer than 1 million residents,0,2019
2110,33C0001097,1568583896,Eastern Orange Ambulatory Surgery Center,21 Laurel Avenue,Cornwall,NY,New York,Orange County,12518,41.44,-74.04,90.7,NA,1328,No Different Than the NAtioNAl Rate,10.6,83.33,0.6,36,36071,13000,4000,"Poughkeepsie-Newburgh-Middletown, NY",39100,43.9,48.4,40.5,1057,459,0.434,598,0.566,767,0.917,24,0.029,0,0,16,0.019,221,0.209,372813,1,Large-in a metro area with at least 1 million residents or more,0,2019
2111,33C0001109,1922230853,Crystal Run Ambulatory Surgery Center Of Middletow,95 Crystal Run Rd,Middletown,NY,New York,Orange County,11230,41.45,-74.36,NA,NA,1717,No Different Than the NAtioNAl Rate,11.5,NA,NA,36,36071,11000,4067,"Poughkeepsie-Newburgh-Middletown, NY",39100,45,46.3,40.6,951,406,0.427,545,0.573,682,0.817,104,0.125,2,0.002,0,0,116,0.122,372813,1,Large-in a metro area with at least 1 million residents or more,0,2019
2112,33C0001158,1215211552,Putnam Gi Llc,"667 Stoneleigh Ave, Bldg A, Ste. 204",Carmel,NY,New York,Putnam County,10512,41.39,-73.66,98.09,NA,891,No Different Than the NAtioNAl Rate,11,NA,NA,36,36079,11600,3003,"New York-Newark-Jersey City, NY-NJ-PA",35620,43.7,41.3,49,2738,1447,0.528,1291,0.472,2364,0.951,72,0.029,0,0,51,0.021,251,0.092,99710,1,Large-in a metro area with at least 1 million residents or more,0,2019
2113,33C0001163,1457725392,The Endoscopy Center Of Queens Inc,23-25 31St Street,Astoria,NY,New York,Queens County,11105,40.77,-73.91,NA,NA,831,No Different Than the NAtioNAl Rate,11.1,NA,NA,36,36081,11500,1005,"New York-Newark-Jersey City, NY-NJ-PA",35620,33.5,34.7,32.4,1741,929,0.534,812,0.466,1150,0.817,7,0.005,0,0,167,0.119,333,0.191,2230722,1,Large-in a metro area with at least 1 million residents or more,0,2019
2114,33C0001058,1548343817,Hillside Diagnostic And Treatment Center Llc,188-11 Hillside Avenue,Hollis,NY,New York,Queens County,11423,40.72,-73.77,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,36,36081,47801,2004,"New York-Newark-Jersey City, NY-NJ-PA",35620,36.9,36.1,44.2,2248,1392,0.619,856,0.381,566,0.307,691,0.374,0,0,393,0.213,402,0.179,2230722,1,Large-in a metro area with at least 1 million residents or more,0,2019
2115,33C0001139,1780935528,Queens Endoscopy,176-60 Union Turnpike,Fresh Meadows,NY,New York,Queens County,11366,40.73,-73.79,NA,NA,1859,No Different Than the NAtioNAl Rate,11,NA,NA,36,36081,124700,3010,"New York-Newark-Jersey City, NY-NJ-PA",35620,47.8,37.9,52.8,1257,547,0.435,710,0.565,631,0.502,10,0.008,0,0,616,0.49,0,0,2230722,1,Large-in a metro area with at least 1 million residents or more,0,2019
2116,33C0001131,1558612762,Queens Blvd Endoscopy Llc,95-25 Queens Blvd,Rego Park,NY,New York,Queens County,11374,40.73,-73.86,NA,NA,526,No Different Than the NAtioNAl Rate,12.6,NA,NA,36,36081,71701,3002,"New York-Newark-Jersey City, NY-NJ-PA",35620,60.1,62,60,916,410,0.448,506,0.552,425,0.532,16,0.02,0,0,341,0.427,117,0.128,2230722,1,Large-in a metro area with at least 1 million residents or more,0,2019
2117,33C0001052,1730301284,Physicians Choice Surgicenter,82 - 12 151St  Avenue,Howard Beach,NY,New York,Queens County,11414,40.67,-73.85,NA,NA,118,No Different Than the NAtioNAl Rate,11.5,NA,NA,36,36081,6202,2002,"New York-Newark-Jersey City, NY-NJ-PA",35620,34.7,29.6,42.6,842,577,0.685,265,0.315,106,0.379,16,0.057,0,0,124,0.443,562,0.667,2230722,1,Large-in a metro area with at least 1 million residents or more,0,2019
2118,33C0001140,1861743601,Flushing Endoscopy Center Llc,136-02 Roosevelt Avenue,Flushing,NY,New York,Queens County,11354,40.76,-73.83,NA,NA,847,No Different Than the NAtioNAl Rate,10.2,NA,NA,36,36081,85300,1000,"New York-Newark-Jersey City, NY-NJ-PA",35620,39.5,36.5,41.2,1793,788,0.439,1005,0.561,0,0,7,0.004,0,0,1652,0.965,81,0.045,2230722,1,Large-in a metro area with at least 1 million residents or more,0,2019
2119,33C0001082,1629175062,Saratoga-Schenectady Endoscopy Center,"848 Route 50, Po Box 419",Burnt Hills,NY,New York,Saratoga County,12027,42.92,-73.89,NA,NA,2700,No Different Than the NAtioNAl Rate,11.2,NA,NA,36,36091,61702,2001,"Albany-Schenectady-Troy, NY",10580,47.6,47.1,47.7,1232,555,0.45,677,0.55,1183,0.982,0,0,0,0,18,0.015,27,0.022,219607,2,Small-in a metro area with fewer than 1 million residents,0,2019
2120,33C0001088,1184666364,Long Island Center For Digestive Health,1103 Stewart Avenue - Suite 301,Garden City,NY,New York,ssau County,11530,40.74,-73.59,NA,NA,2220,No Different Than the NAtioNAl Rate,10.5,NA,NA,36,NA,407301,1028,"New York-Newark-Jersey City, NY-NJ-PA",35620,22.5,22.7,22.3,5895,2560,0.434,3335,0.566,3904,0.744,632,0.12,0,0,488,0.093,645,0.109,NA,NA,NA,NA,2019
2121,33C0001053,1265538151,Suffolk Surgery Center Llc,1500 William Floyd Parkway,Shirley,NY,New York,Suffolk County,11967,40.84,-72.89,NA,NA,367,No Different Than the NAtioNAl Rate,11.9,NA,NA,36,36103,158709,1010,"New York-Newark-Jersey City, NY-NJ-PA",35620,46.7,44.6,51.5,2717,1356,0.499,1361,0.501,2369,0.953,71,0.029,5,0.002,42,0.017,230,0.085,1493350,1,Large-in a metro area with at least 1 million residents or more,0,2019
2122,33C0001144,1366864514,Great South Bay Endoscopy Center Llc,260 Patchogue Yaphank Rd,East Patchogue,NY,New York,Suffolk County,11772,40.77,-72.98,98.17,NA,2097,No Different Than the NAtioNAl Rate,9.6,NA,NA,36,36103,159110,1019,"New York-Newark-Jersey City, NY-NJ-PA",35620,50,50.3,49.1,1653,704,0.426,949,0.574,855,0.871,118,0.12,0,0,4,0.004,671,0.406,1493350,1,Large-in a metro area with at least 1 million residents or more,0,2019
2123,33C0001017,1841213923,North Shore Surgi-Center,989 Jericho Turnpike,Smithtown,NY,New York,Suffolk County,11787,40.85,-73.25,NA,NA,632,No Different Than the NAtioNAl Rate,10.8,NA,NA,36,36103,135103,3020,"New York-Newark-Jersey City, NY-NJ-PA",35620,52,53,51.5,1803,889,0.493,914,0.507,1766,1,0,0,0,0,0,0,37,0.021,1493350,1,Large-in a metro area with at least 1 million residents or more,0,2019
2124,33C0001176,1881134815,Port Jefferson Surgery Center,1500 Route 1R Building 4,Port Jefferson Station,NY,New York,Suffolk County,11779,40.81,-73.12,NA,NA,NA,NA,NA,99.12,0.56,36,36103,158608,2005,"New York-Newark-Jersey City, NY-NJ-PA",35620,31.1,30.3,35.7,2134,1177,0.552,957,0.448,876,0.556,315,0.2,0,0,311,0.197,559,0.262,1493350,1,Large-in a metro area with at least 1 million residents or more,0,2019
2125,33C0001143,1235551052,Long Island Digestive Endoscopy Center,1500 Route 112  Building 5,Port Jefferson Statio,NY,New York,Suffolk County,11776,40.91,-73.03,93.49,NA,3759,No Different Than the NAtioNAl Rate,11.8,NA,NA,36,36103,158319,1000,"New York-Newark-Jersey City, NY-NJ-PA",35620,44.1,44.2,44,1592,679,0.427,913,0.573,1006,0.817,143,0.116,0,0,70,0.057,361,0.227,1493350,1,Large-in a metro area with at least 1 million residents or more,0,2019
2126,33C0001106,1598905317,"Island Endoscopy Center, Llc",1175 Montauk Highway,West Islip,NY,New York,Suffolk County,11950,40.8,-72.86,26.53,NA,2446,No Different Than the NAtioNAl Rate,9.5,NA,NA,36,36103,159416,1039,"New York-Newark-Jersey City, NY-NJ-PA",35620,32.9,33,31.8,1854,788,0.425,1066,0.575,903,0.834,145,0.134,0,0,35,0.032,771,0.416,1493350,1,Large-in a metro area with at least 1 million residents or more,0,2019
2127,33C0001142,1891049441,Island Digestive Health Center Llc,471 Montauk Highway,West Islip,NY,New York,Suffolk County,11795,40.7,-73.31,68.75,NA,1304,No Different Than the NAtioNAl Rate,11.3,NA,NA,36,36103,146901,2017,"New York-Newark-Jersey City, NY-NJ-PA",35620,46.5,47.4,42.6,931,419,0.45,512,0.55,892,1,0,0,0,0,0,0,39,0.042,1493350,1,Large-in a metro area with at least 1 million residents or more,0,2019
2128,33C0001069,1558720235,"Digestive Health Center Of Huntington, Inc",195 East Main Street,Huntington,NY,New York,Suffolk County,11743,40.88,-73.4,49.27,NA,1458,No Different Than the NAtioNAl Rate,10.1,NA,NA,36,36103,111300,2016,"New York-Newark-Jersey City, NY-NJ-PA",35620,50.3,49.7,51.1,1810,907,0.501,903,0.499,1740,1,0,0,0,0,0,0,70,0.039,1493350,1,Large-in a metro area with at least 1 million residents or more,0,2019
2129,33C0001079,1831259795,Grand Street Gastroenterology,33 Grand Street,Kingston,NY,New York,Ulster County,12401,41.93,-74,NA,NA,126,No Different Than the NAtioNAl Rate,11.9,NA,NA,36,36111,952000,2014,"Kingston, NY",28740,28.7,30.1,28.1,1374,699,0.509,675,0.491,640,0.713,206,0.229,7,0.008,0,0,476,0.346,182493,2,Small-in a metro area with fewer than 1 million residents,0,2019
2130,33C0001161,1629461934,Northern Ec Llc,Five Irongate Center,Glens Falls,NY,New York,Warren County,12801,43.31,-73.64,NA,NA,1347,No Different Than the NAtioNAl Rate,10.8,NA,NA,36,36113,70400,2019,"Glens Falls, NY",24020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65707,2,Small-in a metro area with fewer than 1 million residents,0,2019
2131,33C0001111,1306089180,New York Endoscopy Center Llc,2 Gannett Drive,White Plains,NY,New York,Westchester County,10604,41.02,-73.73,89.74,NA,775,No Different Than the NAtioNAl Rate,12.1,NA,NA,36,36119,8602,4037,"New York-Newark-Jersey City, NY-NJ-PA",35620,47.3,47.2,47.4,1548,708,0.457,840,0.543,1201,0.843,48,0.034,0,0,157,0.11,124,0.08,949113,1,Large-in a metro area with at least 1 million residents or more,0,2019
2132,33C0001123,1164793725,Hudson Valley Center For Digestive Health Llc,1978 Crompond Road,Cortlandt Manor,NY,New York,Westchester County,10567,41.29,-73.89,NA,NA,377,No Different Than the NAtioNAl Rate,11.8,NA,NA,36,36119,14701,4011,"New York-Newark-Jersey City, NY-NJ-PA",35620,59.7,40.2,69.2,902,413,0.458,489,0.542,448,0.862,43,0.083,0,0,29,0.056,382,0.424,949113,1,Large-in a metro area with at least 1 million residents or more,0,2019
2133,33C0001167,1407305063,Gastroenterology Of Westchester Llc,1086 N Broadway Suite 50,Yonkers,NY,New York,Westchester County,10701,40.97,-73.88,NA,NA,345,No Different Than the NAtioNAl Rate,11.6,NA,NA,36,36119,900,2011,"New York-Newark-Jersey City, NY-NJ-PA",35620,37.3,36.8,43.6,1221,616,0.505,605,0.495,463,0.672,85,0.123,0,0,141,0.205,532,0.436,949113,1,Large-in a metro area with at least 1 million residents or more,0,2019
2134,33C0001126,1215211552,Putnam Gi Llc,"5496 East Taft Road, Suite B",Carmel,NY,New York,NA,NA,NA,NA,98.09,NA,891,No Different Than the NAtioNAl Rate,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
2135,36C0001243,1578745568,"Endoscopy Center Of West Central Ohio, Llc",2793 Shawnee Road,Lima,OH,Ohio,Allen County,45806,40.7,-84.15,NA,NA,3117,No Different Than the NAtioNAl Rate,11.4,NA,NA,39,39003,11900,3004,"Lima, OH",30620,42.9,44.1,42.7,822,412,0.501,410,0.499,551,0.797,31,0.045,7,0.01,53,0.077,131,0.159,106331,2,Small-in a metro area with fewer than 1 million residents,0,2019
2136,36C0001217,1295847317,"Digestive Health And Endoscopy Center, Llc",375 North Eastown Road,Lima,OH,Ohio,Allen County,45807,40.74,-84.17,NA,NA,437,No Different Than the NAtioNAl Rate,12.7,NA,NA,39,39003,10802,1025,"Lima, OH",30620,53.1,36.6,70.3,1014,490,0.483,524,0.517,957,0.955,45,0.045,0,0,0,0,12,0.012,106331,2,Small-in a metro area with fewer than 1 million residents,0,2019
2137,36C0001199,1881686293,"Athens Surgery Center, Ltd","75 Hospital Drive, Suite 100",Athens,OH,Ohio,Athens County,45701,39.33,-82.12,86,NA,324,No Different Than the NAtioNAl Rate,11.5,100,0.64,39,39009,972900,4025,"Athens, OH",11900,29.8,24.7,30.9,1215,636,0.523,579,0.477,980,0.817,57,0.048,0,0,162,0.135,16,0.013,64757,3,Micropolitan adjacent to a large metro area,1,2019
2138,36C0001290,1700269354,Southeast Ohio Surgical Suites Llc,20 University Estates Blvd Suite 110,Athens,OH,Ohio,Athens County,45701,39.34,-82.13,NA,NA,NA,NA,NA,100,NA,39,39009,972900,1062,"Athens, OH",11900,32.2,28.8,32.9,1665,930,0.559,735,0.441,1384,0.831,77,0.046,0,0,186,0.112,0,0,64757,3,Micropolitan adjacent to a large metro area,1,2019
2139,36C0001172,1396812491,Valley Endoscopy Center Inc,"68377 Stewart Drive, Suite 202",St Clairsville,OH,Ohio,Belmont County,43950,40.08,-80.87,NA,NA,188,No Different Than the NAtioNAl Rate,11.7,NA,NA,39,39013,12400,4002,"Wheeling, WV-OH",48540,49,44,55.9,1650,954,0.578,696,0.422,1616,0.979,34,0.021,0,0,0,0,0,0,70400,2,Small-in a metro area with fewer than 1 million residents,0,2019
2140,36C0001165,1699748855,Gi Endoscopy Center,257 North Breiel Blvd,Middletown,OH,Ohio,Butler County,45042,39.52,-84.35,NA,NA,1222,No Different Than the NAtioNAl Rate,14.2,NA,NA,39,39017,12500,3000,"Cincinnati, OH-KY-IN",17140,63.6,62.1,66.2,924,401,0.434,523,0.566,863,0.947,48,0.053,0,0,0,0,13,0.014,368130,1,Large-in a metro area with at least 1 million residents or more,0,2019
2141,36C0001257,1740424944,"Gastro Care, Llc",2355 Derr Road,Springfield,OH,Ohio,Clark County,45503,39.95,-83.79,NA,NA,562,No Different Than the NAtioNAl Rate,12.8,NA,NA,39,39023,1700,1007,"Springfield, OH",44220,28.5,39.1,28.4,1480,736,0.497,744,0.503,1270,0.858,146,0.099,0,0,0,0,0,0,138333,2,Small-in a metro area with fewer than 1 million residents,0,2019
2142,36C0001292,1083098016,Midwest Eye Surgery Center,4452 Eastgate Blvd Suite 305,Cincinnati,OH,Ohio,Clermont County,45245,39.1,-84.28,NA,NA,NA,NA,NA,NA,0.39,39,39025,41306,2006,"Cincinnati, OH-KY-IN",17140,45.2,35.4,47,796,328,0.412,468,0.588,767,0.964,16,0.02,0,0,0,0,0,0,197363,1,Large-in a metro area with at least 1 million residents or more,0,2019
