"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote"
SUNRISE AMBULATORY SURGICAL CENTER LLC,03C0001248,1750352324,LAKESIDE,AZ,85929,2019,N/A,5,N/A,5,273,No Different Than the National Rate,12.8,9.2,17.9,,N/A,5,N/A,5
CENTER FOR DIGESTIVE HEALTH LTD,52C0001025,1750358453,MILWAUKEE,WI,53215,2019,61.92,,N/A,5,848,No Different Than the National Rate,13.0,9.7,17.4,,N/A,5,N/A,5
BARKLEY SURGICENTER INC,10C0001192,1750363461,FORT MYERS,FL,33907,2019,94.57,,N/A,5,4701,No Different Than the National Rate,12.7,10.6,15.4,,83.79,,N/A,5
WOPS INC,53C0001004,1750365615,CHEYENNE,WY,82009,2019,N/A,5,N/A,5,745,No Different Than the National Rate,12.8,9.6,17.4,,N/A,5,N/A,5
ST PETERS AMBULATORY SURGERY CENTER LLC,33C0001064,1750376836,ALBANY,NY,12206,2019,84.84,,N/A,5,4196,No Different Than the National Rate,10.7,8.6,13.4,,99.74,,N/A,5
BRAINERD LAKES SURGERY CENTER L L C,24C0001046,1750378295,BAXTER,MN,56425,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0.20,,0.53,
EYE SURGERY CENTER OF SAINT AUGUSTINE INC,10C0001416,1750383295,ST AUGUSTINE,FL,32084,2019,N/A,5,96.30,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
PALOUSE SURGERY CENTER LLC,13C0001051,1750386256,MOSCOW,ID,83843,2019,99.54,,N/A,5,587,No Different Than the National Rate,11.7,8.5,16.0,,98.80,,0.00,
OXFORD EYE SURGERY CENTER LP,25C0001014,1750390548,OXFORD,MS,38655,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.18,
FLORIDA MEDICAL CLINIC PA,10C0001413,1750456539,TAMPA,FL,33613,2019,100.00,,N/A,5,2996,No Different Than the National Rate,11.2,8.8,14.1,,100.00,,0.13,
TEXAS EYE SURGERY CENTER LLC,45C0001459,1750468583,HURST,TX,76054,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.20,
ORTHOPEDIC SURGERY CENTER LLC,19C0001106,1750469789,BATON ROUGE,LA,70808,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
LONGVIEW SURGICAL CENTER LLC,50C0001262,1750481453,LONGVIEW,WA,98632,2019,N/A,5,N/A,5,83,No Different Than the National Rate,12.0,8.7,16.8,,N/A,5,N/A,5
CANON CITY CO MULTI SPECIALTY ASC LLC,06C0001114,1750517561,CANON CITY,CO,81212,2019,N/A,5,N/A,5,355,No Different Than the National Rate,13.1,9.7,17.7,,N/A,5,N/A,5
ROUND ROCK SURGERY CENTER LLC,45C0001497,1750528717,ROUND ROCK,TX,78664,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
COMMON WEALTH ENDOSCOPY CENTER,22C0001025,1750529814,WEST BRIDGEWATER,MA,02379,2019,N/A,5,N/A,5,1910,No Different Than the National Rate,13.0,10.1,16.8,,N/A,5,N/A,5
PEDIATRIC SURGERY CENTER ODESSA LLC,10C0001516,1750565594,ODESSA,FL,33556,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
BELTLINE SURGERY CENTER LLC,45C0001510,1750609731,SUNNYVALE,TX,75182,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.36,
IDAHO ENDOSCOPY CENTER LLC,13C0001010,1750616249,BOISE,ID,83704,2019,74.03,,N/A,5,3644,No Different Than the National Rate,13.9,11.3,17.0,,N/A,5,N/A,5
ROBESON ENDOSCOPY CENTER,34C0001190,1750635827,LUMBERTON,NC,28358,2019,N/A,5,N/A,5,635,No Different Than the National Rate,12.7,9.3,17.2,,N/A,5,N/A,5
EASTSIDE MEDICAL GROUP LLC,50C0001306,1750709358,ISSAQUAH,WA,98027,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.70,,0.88,
TRINITY SURGERY CENTER LLC,05C0002157,1750789814,SAN JOSE,CA,95124,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
LAKE ENDOSCOPY CENTER LLC,10C0001505,1750823886,SUMMERFIELD,FL,34491,2019,N/A,5,N/A,5,4375,Better Than the National Rate,9.5,7.6,11.9,,N/A,5,N/A,5
NOVANT HEALTH KERNERSVILLE OUTPATIENT SURGERY CENTER,34C0001200,1750892659,KERNERVILLE,NC,27284,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.28,,0.18,
MEMORIAL HERMANN SURGERY CENTER KATY,45C0001447,1760412803,KATY,TX,77494,2019,N/A,5,N/A,5,623,No Different Than the National Rate,12.0,8.7,16.2,,N/A,5,N/A,5
LITTLE ROCK DIAGNOSTIC CLINIC ASC,04C0001022,1760418891,LITTLE ROCK,AR,72205,2019,100.00,,N/A,5,3061,No Different Than the National Rate,11.8,9.5,14.8,,N/A,5,N/A,5
CENTRAL COAST ENDOSCOPY CENTER INC,05C0001396,1760423180,FREEDOM,CA,95019,2019,N/A,5,N/A,5,1016,No Different Than the National Rate,13.2,9.8,17.7,,N/A,5,N/A,5
DALTON EAR NOSE AND THROAT ASSOCIATES,11C0001207,1760434427,DALTON,GA,30720,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
SIERRA ENDOSCOPY CENTER,05C0001554,1760440515,GRASS VALLEY,CA,95945,2019,N/A,5,N/A,5,3730,No Different Than the National Rate,12.2,9.7,15.2,,N/A,5,N/A,5
ARIZONA ENDOSCOPY CENTER LLC,03C0001235,1760445928,PHOENIX,AZ,85006,2019,N/A,5,N/A,5,2393,No Different Than the National Rate,11.9,9.2,15.3,,N/A,5,N/A,5
SHEA CLINIC DBA SHEA CLINIC ASC,44C0001012,1760447015,MEMPHIS,TN,38119,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
ORTHOPAEDIC SURGERY CENTER OF ILLINOIS LLC,14C0001083,1760457204,SPRINGFIELD,IL,62704,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.66,,0.62,
DIGESTIVE DISEASE ENDOSCOPY CENTER INC,44C0001023,1760464036,NASHVILLE,TN,37203,2019,75.23,,N/A,5,2439,No Different Than the National Rate,10.9,8.4,14.1,,N/A,5,N/A,5
G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,25C0001069,1760467732,SOUTHAVEN,MS,38671,2019,99.34,,N/A,5,1605,No Different Than the National Rate,11.1,9.8,12.7,,N/A,5,N/A,5
G I DIAGNOSTIC AND THERAPEUTIC CENTER LLC,44C0001035,1760467732,GERMANTOWN,TN,38138,2019,99.34,,N/A,5,1605,No Different Than the National Rate,11.1,9.8,12.7,,N/A,5,N/A,5
SAMARITAN NORTH SURGERY CENTER LTD,36C0001139,1760470942,DAYTON,OH,45415,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
MOUNTAIN EMPIRE SURGERY CENTER LP,44C0001097,1760486369,JOHNSON CITY,TN,37604,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
ENDOSCOPY CENTER OF NORTHERN OHIO LLC,36C0001160,1760491385,BRUNSWICK,OH,44212,2019,N/A,5,N/A,5,2485,No Different Than the National Rate,14.2,11.3,17.9,,N/A,5,N/A,5
WALLA WALLA CLINIC INC,50C0001172,1760568273,WALLA WALLA,WA,99362,2019,98.20,,N/A,5,829,No Different Than the National Rate,12.9,9.5,17.3,,100.00,,N/A,5
FILUTOWSKI EYE INSTITUTE PA DBA SUNRISE SURGICAL CENTER,10C0001184,1760594279,DAYTONA BEACH,FL,32119,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
FILUTOWSKI CATARACT AND LASIK INSTITUTE PA,10C0001285,1760594279,LAKE MARY,FL,32746,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
NORTH METRO SURGERY CENTER,24C0001070,1760616031,BLAINE,MN,55434,2019,N/A,5,N/A,5,97,No Different Than the National Rate,12.0,8.4,16.8,,N/A,5,N/A,5
GASTROINTESTINAL DIAGNOSTIC ENDOSCOPY WOODSTOCK LLC,11C0001146,1760778765,WOODSTOCK,GA,30188,2019,N/A,5,N/A,5,1924,No Different Than the National Rate,13.6,10.5,17.2,,N/A,5,N/A,5
GASTROINTESTINAL DIAGNOSTIC ENDOSCOPY WOODSTOCK LLC,11C0001379,1760778765,WOODSTOCK,GA,30188,2019,N/A,5,N/A,5,1924,No Different Than the National Rate,13.6,10.5,17.2,,N/A,5,N/A,5
ENDEAVOR SURGICAL CENTER,05C0001413,1760794218,NORTHRIDGE,CA,91324,2019,N/A,5,N/A,5,230,No Different Than the National Rate,11.7,8.5,16.3,,N/A,5,N/A,5
PHYSICIANS SURGERY CENTER AT GLENDALE ADVENTIST LLC,05C0002061,1760807127,GLENDALE,CA,91206,2019,N/A,5,N/A,5,1245,No Different Than the National Rate,11.4,8.8,14.7,,N/A,5,N/A,5
YORK COUNTY OUTPATIENT ENDOSCOPY CENTER LLC,42C0001080,1760818710,ROCK HILL,SC,29732,2019,N/A,5,N/A,5,3268,No Different Than the National Rate,12.4,9.9,15.4,,N/A,5,N/A,5
MID MISSOURI SURGERY CENTER LLC,26C0001152,1760860977,COLUMBIA,MO,65203,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.26,
CENTRAL OREGON SURGERY CENTER LLC,38C0001109,1760861835,BEND,OR,97701,2019,N/A,5,N/A,5,91,No Different Than the National Rate,12.0,8.7,16.9,,N/A,5,N/A,5
BANNER SUN CITY WEST SURGERY CENTER LLC,03C0001291,1760907919,SUN CITY WEST,AZ,85381,2019,N/A,5,N/A,5,747,No Different Than the National Rate,12.5,9.3,16.9,,N/A,5,N/A,5
BAYLOR SURGICARE AT BAYLOR PLANO LLC DBA BAYLOR SCOTT AND WHITE SURGICARE AT PLANO ALLIANCE,45C0001656,1760912554,PLANO,TX,75093,2019,N/A,5,N/A,5,66,No Different Than the National Rate,11.7,8.4,16.1,,N/A,5,N/A,5
SF NASSAU ASC DBA EAST HILLS SURGERY CENTER,33C0001173,1760931349,GREENVALE,NY,11548,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
BANNER PHOENIX SURGERY CENTER LLC,03C0001001,1770008922,PHOENIX,AZ,85006,2019,N/A,5,N/A,5,371,No Different Than the National Rate,11.1,8.1,15.4,,N/A,5,N/A,5
GEORGIA CATARACT AND EYE SPECIALTY CENTER LLC DBA GEORGIA CATARACT AND EYE SPECIALTY CENTER,11C0001490,1770019200,CARROLLTON,GA,30117,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
BAPTIST HEALTH ENDOSCOPY CENTER AT FLAGLER,10C0001350,1770048225,WEST PALM BEACH,FL,,2019,N/A,5,N/A,5,764,No Different Than the National Rate,10.2,7.6,13.8,,N/A,5,N/A,5
DRY CREEK SURGERY CENTER LLC,06C0001169,1770075467,ENGLEWOOD,CO,80112,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.66,,N/A,5
CAPITAL ENDOSCOPY LLC,21C0001391,1770513855,HYATTSVILLE,MD,20783,2019,N/A,5,N/A,5,2270,No Different Than the National Rate,12.9,10.1,16.3,,N/A,5,N/A,5
BREVARD SURGERY CENTER,10C0001219,1770528838,MELBOURNE,FL,32901,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.23,
BROADWEST SPECIALTY SURGICAL CENTER LLC,15C0001151,1770532194,MERRILLVILLE,IN,46410,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
SURGISITE BOSTON,22C0001055,1770537227,WALTHAM,MA,02451,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.58,
SUTTER ALHAMBRA SURGERY CENTER LP,05C0001236,1770541708,SACRAMENTO,CA,95816,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
SOUTHERN MARYLAND ENDOSCOPY CENTER,21C0001345,1770551517,CLINTON,MD,20735,2019,N/A,5,N/A,5,1867,No Different Than the National Rate,12.5,9.6,16.2,,N/A,5,N/A,5
MESA AZ ENDOSCOPY ASC LLC,03C0001278,1770557233,TEMPE,AZ,85283,2019,N/A,5,N/A,5,2660,No Different Than the National Rate,11.9,9.3,15.2,,N/A,5,N/A,5
PHYSICIANS SURGERY CENTER LLC,17C0001047,1770581829,PRAIRIE VILLAGE,KS,66208,2019,95.89,,100.00,,220,No Different Than the National Rate,12.1,8.8,17.2,,N/A,5,0.70,
LEE ISLAND COAST SURGERY CENTER,10C0001008,1770588584,FORT MYERS,FL,33901,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
MILLENNIUM SURGERY CENTER,13C0001011,1770598591,MERIDIAN,ID,83642,2019,N/A,5,N/A,5,62,No Different Than the National Rate,11.8,8.4,16.5,,N/A,5,N/A,5
RADIANCE A PRIVATE OUTPATIENT SURGERY CENTER LLC,39C0001179,1770599136,BRIDGEVILLE,PA,15017,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
ANCHORAGE ENDOSCOPY CENTER LLC,02C0001005,1770605214,ANCHORAGE,AK,99508,2019,100.00,,N/A,5,1198,No Different Than the National Rate,12.0,9.0,16.2,,N/A,5,N/A,5
SILVER SPRING MD ENDOSCOPY ASC LLC,21C0001226,1770645905,SILVER SPRING,MD,20901,2019,N/A,5,N/A,5,2742,No Different Than the National Rate,10.0,7.6,12.9,,N/A,5,N/A,5
PENINSULA EYE SURGERY CENTER LLC,05C0001737,1770652216,MOUNTAIN VIEW,CA,94040,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.37,
SUMMIT SURGERY CENTER LLC,27C0001017,1770676447,BUTTE,MT,59701,2019,N/A,5,N/A,5,256,No Different Than the National Rate,11.8,8.5,16.4,,N/A,5,N/A,5
SHAWNEE MISSION PRAIRIE STAR SURGERY CENTER LLC,17C0001082,1770731853,LENEXA,KS,66227,2019,N/A,5,N/A,5,485,No Different Than the National Rate,12.4,9.2,17.0,,N/A,5,N/A,5
LAPEER COUNTY SURGERY CENTER LLC,23C0001091,1770796757,LAPEER,MI,48446,2019,100.00,,N/A,5,733,No Different Than the National Rate,11.3,8.5,15.0,,100.00,,100.00,
MIDTOWN SURGERY CENTER LLC,33C0001114,1770810798,NEW YORK,NY,10017,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
ENDOSCOPY CENTER OF HACKENSACK LLC DBA HACKENSACK ENDOSCOPY CENTER,31C0001152,1770847717,HACKENSACK,NJ,07601,2019,N/A,5,N/A,5,2600,No Different Than the National Rate,11.3,8.7,14.4,,N/A,5,N/A,5
SURGCENTER OF PALM BEACH GARDENS LLC,10C0001588,1770929044,PALM BEACH GARDENS,FL,33410,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
UCHEALTH LONGS PEAK SURGERY CENTER,06C0001162,1770958522,LONGMONT,CO,80504,2019,97.83,,N/A,5,762,No Different Than the National Rate,12.3,9.2,16.4,,100.00,,0.00,
ENDOSCOPY CENTER OF NIAGARA LLC,33C0001141,1780021188,NIAGARA FALLS,NY,14304,2019,100.00,,N/A,5,642,No Different Than the National Rate,11.7,8.8,15.7,,N/A,5,N/A,5
ROSWELL EYE SURGERY CENTER LLC,11C0001445,1780075861,CUMMING,GA,30041,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.00,
WINCHESTER ENDOSCOPY LLC,14C0001164,1780077719,LIBERTYVILLE,IL,60048,2019,N/A,5,N/A,5,1607,No Different Than the National Rate,12.9,9.8,16.9,,N/A,5,N/A,5
CLEARVIEW SURGERY CENTER INC,45C0001414,1780604694,SOUTHLAKE,TX,76092,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.17,
FINDLAY SURGERY CENTER LTD,36C0001138,1780610576,FINDLAY,OH,45840,2019,N/A,5,N/A,5,1622,No Different Than the National Rate,11.5,8.7,14.9,,N/A,5,N/A,5
LITCHFIELD HILLS SURGERY CENTER,07C0001041,1780613521,TORRINGTON,CT,06790,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31.25,,N/A,5
PINEY ORCHARD SURGERY CENTER LLC,21C0001185,1780618801,ODENTON,MD,21113,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
GASTROENTEROLOGY AND LIVER DISEASE MEDICAL CENTER INC,05C0001593,1780631127,FRESNO,CA,93720,2019,84.07,,N/A,5,169,No Different Than the National Rate,11.3,8.1,15.7,,N/A,5,N/A,5
MARIETTA SURGERY CENTER,36C0001144,1780649269,MARIETTA,OH,45750,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
UNIVERSITY ENDOSCOPY CENTER,36C0001100,1780656801,CINCINNATI,OH,45242,2019,N/A,5,N/A,5,1021,No Different Than the National Rate,12.1,9.1,15.9,,N/A,5,N/A,5
GLEN ENDOSCOPY CENTER LLC,14C0001112,1780658062,GLENVIEW,IL,60026,2019,N/A,5,N/A,5,2300,No Different Than the National Rate,10.1,7.8,13.1,,N/A,5,N/A,5
JONES EYE CLINIC,16C0001003,1780661967,SIOUX CITY,IA,51104,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.12,
HILLMONT ASC LP DBA SPRINGFIELD AMBULATORY SURGERY CENTER,39C0001066,1780664185,FLOURTOWN,PA,19031,2019,N/A,5,N/A,5,2848,No Different Than the National Rate,12.5,9.8,15.9,,N/A,5,N/A,5
LOVELAND ENDOSCOPY CENTER LLC,06C0001094,1780683797,LOVELAND,CO,80537,2019,100.00,,N/A,5,2361,No Different Than the National Rate,13.6,10.7,17.2,,N/A,5,N/A,5
TUSCARAWAS AMBULATORY SURGERY CENTER LLC,36C0001131,1780684043,DOVER,OH,44622,2019,85.71,,N/A,5,686,No Different Than the National Rate,11.7,8.8,15.7,,100.00,,N/A,5
COLLEGE HEIGHTS ENDOSCOPY CENTER LLC,39C0001134,1780686808,ALLENTOWN,PA,18104,2019,N/A,5,N/A,5,3287,No Different Than the National Rate,10.4,8.2,13.2,,N/A,5,N/A,5
PAIN DIAGNOSTIC AND TREATMENT CENTER LP,05C0001481,1780689802,SACRAMENTO,CA,95816,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5
CASCADES ENDOSCOPY CENTER LLC,21C0001475,1780699546,COLUMBIA,MD,21045,2019,N/A,5,N/A,5,354,No Different Than the National Rate,11.2,8.1,15.3,,N/A,5,N/A,5
UNION SURGERY CENTER INC,05C0001808,1780727636,BAKERSFIELD,CA,93301,2019,N/A,5,N/A,5,846,No Different Than the National Rate,15.7,11.9,20.9,,N/A,5,N/A,5
GARDEN STATE ENDOSCOPY AND SURGERY CENTER,31C0001131,1780747394,KENILWORTH,NJ,07033,2019,N/A,5,N/A,5,1986,No Different Than the National Rate,11.5,8.9,14.8,,N/A,5,N/A,5
MACKINAW SURGERY CENTER LLC,23C0001082,1780747733,SAGINAW,MI,48604,2019,N/A,5,N/A,5,568,No Different Than the National Rate,12.5,9.3,17.0,,N/A,5,N/A,5
PREMIER SURGERY CENTER OF SANTA MARIA,05C0001801,1780752352,SANTA MARIA,CA,93454,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.33,
ST PETERS ASC,26C0001052,1780764829,ST PETERS,MO,63376,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.89,,N/A,5
EYE CARE SURGERY CENTER SOUTHAVEN,25C0001057,1780767673,SOUTHAVEN,MS,38671,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.58,
EAST MISSISSIPPI ENDOSCOPY CENTER LLC,25C0001018,1780774745,MERIDIAN,MS,39301,2019,N/A,5,N/A,5,1542,No Different Than the National Rate,11.5,8.6,15.0,,N/A,5,N/A,5
LINDSAY HOUSE SURGERY CENTER LLC,33C0001033,1780791798,ROCHESTER,NY,14607,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,13C0001043,1780851691,LEWISTON,ID,83501,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.35,
NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,19C0001051,1780865634,MARRERO,LA,70072,2019,N/A,5,N/A,5,1246,No Different Than the National Rate,11.7,8.9,15.4,,N/A,5,N/A,5
MACOMB ENDOSCOPY CENTER PLC,23C0001119,1780923128,MACOMB,MI,48044,2019,98.20,,N/A,5,1633,No Different Than the National Rate,12.9,10.0,16.8,,N/A,1,N/A,5
QUEENS ENDOSCOPY,33C0001139,1780935528,FRESH MEADOWS,NY,11366,2019,N/A,5,N/A,5,1859,No Different Than the National Rate,11.0,8.4,14.2,,N/A,5,N/A,5
NASHVILLE ENDOSURGERY CENTER,44C0001025,1780964866,NASHVILLE,TN,37203,2019,N/A,5,N/A,5,1006,No Different Than the National Rate,14.3,10.8,19.2,,N/A,5,N/A,5
CEC DBA BELMONT ENDO,34C0001182,1790066876,GASTONIA,NC,28054,2019,95.31,,N/A,5,360,No Different Than the National Rate,13.8,10.1,19.1,,N/A,5,N/A,5
AZ WEST ENDOSCOPY CENTER LLC,03C0001335,1790093813,PHOENIX,AZ,85037,2019,N/A,5,N/A,5,2112,No Different Than the National Rate,11.8,9.1,15.3,,N/A,5,N/A,5
METRO SURGERY CENTER LLC,03C0001302,1790104248,PEORIA,AZ,85381,2019,N/A,5,N/A,5,158,No Different Than the National Rate,13.4,9.8,18.7,,N/A,5,N/A,5
PENINSULA WOMENS CENTER LLC,21C0001576,1790167740,SALISBURY,MD,21804,2019,N/A,5,N/A,5,683,No Different Than the National Rate,11.3,8.2,15.6,,N/A,5,N/A,5
PARKSIDE SURGERY CENTER LLC,45C0001588,1790174274,CONROE,TX,77304,2019,86.93,,N/A,5,674,No Different Than the National Rate,12.2,9.0,16.7,,N/A,5,N/A,5
SOUTHWESTERN MEDICAL CENTER LLC,14C0001025,1790710390,BEDFORD PARK,IL,60638,2019,N/A,5,N/A,5,43,No Different Than the National Rate,11.8,8.4,16.7,,N/A,5,N/A,5
MERIDIAN PLASTIC SURGERY CENTER,25C0001064,1790714525,MERIDIAN,MS,39301,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,87.32,,N/A,5
SEVEN HILLS SURGERY CENTER LLC,10C0001456,1790736502,TALLAHASSEE,FL,32308,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.62,
SPRINGHILL SURGERY CENTER LLC,04C0001044,1790742328,NORTH LITTLE ROCK,AR,72117,2019,N/A,5,N/A,5,3567,No Different Than the National Rate,12.1,9.6,15.0,,N/A,5,N/A,5
PUYALLUP ENDOSCOPY CENTER,50C0001184,1790744175,PUYALLUP,WA,98371,2019,N/A,5,N/A,5,1565,No Different Than the National Rate,13.5,10.3,17.5,,N/A,5,N/A,5
NORTH FLORIDA REGIONAL FREESTANDING SURGERY CENTER LP,10C0001178,1790752061,GAINESVILLE,FL,32605,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,1.71,
BIRMINGHAM SURGERY CENTER,01C0001027,1790756237,BIRMINGHAM,AL,35209,2019,100.00,,N/A,5,1335,No Different Than the National Rate,13.2,10.1,17.2,,100.00,,0.12,
ST LUCIE SURGICAL CENTER PA,10C0001337,1790761393,FORT PIERCE,FL,34950,2019,N/A,5,N/A,5,558,No Different Than the National Rate,11.6,8.5,15.4,,N/A,5,N/A,5
ATLANTICARE SURGERY CENTER CAPE MAY LLC,31C0001103,1790772226,CAPE MAY COURT HOUSE,NJ,08210,2019,14.20,,N/A,5,1857,No Different Than the National Rate,12.0,9.3,15.7,,N/A,1,0.00,
NASHVILLE GASTROENTEROLOGY AND HEPATOLOGY PC,44C0001020,1790811222,NASHVILLE,TN,37211,2019,100.00,,N/A,5,230,No Different Than the National Rate,11.4,8.3,15.8,,N/A,5,N/A,5
SHERMAN OAKS SURGERY CENTER,05C0001477,1790834612,SHERMAN OAKS,CA,91403,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
SOUTHWEST ENDOSCOPY CENTER,06C0001064,1790842037,DURANGO,CO,81301,2019,N/A,5,N/A,5,1120,No Different Than the National Rate,12.6,9.4,16.9,,N/A,5,N/A,5
RIDGE LAKE ASC LLC,44C0001016,1790844132,MEMPHIS,TN,38120,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.41,
LAKE LANSING ASC PARTNERS LLC,23C0001027,1790886372,LANSING,MI,48912,2019,96.83,,N/A,5,1718,No Different Than the National Rate,12.3,9.4,16.0,,N/A,5,N/A,5
WEST WICHITA FAMILY PHYSICIANS PA,17C0001081,1790902617,WICHITA,KS,67212,2019,100.00,,N/A,5,1271,No Different Than the National Rate,12.7,9.4,16.8,,N/A,5,N/A,5
CENTRAL ILLINOIS ENDOSCOPY CENTER LLC,14C0001140,1790924306,PEORIA,IL,61606,2019,97.35,,N/A,5,5220,No Different Than the National Rate,14.1,11.6,17.1,,N/A,5,N/A,5
CONEJO VALLEY SURGERY CENTER LLC,05C0001901,1801032750,THOUSAND OAKS,CA,91320,2019,N/A,5,N/A,5,99,No Different Than the National Rate,11.6,8.2,16.1,,N/A,5,N/A,5
WILSON DIGESTIVE DISEASES CENTER PA,34C0001175,1801044318,WILSON,NC,27893,2019,N/A,5,N/A,5,563,No Different Than the National Rate,12.1,8.7,16.5,,N/A,5,N/A,5
METROPOLITAN SURGICAL INSTITUTE LLC,31C0001245,1801058292,SOUTH AMBOY,NJ,08879,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.45,,N/A,5
ELITE ENDOSCOPY LLC,29C0001065,1801073648,LAS VEGAS,NV,89128,2019,N/A,5,N/A,5,1525,No Different Than the National Rate,12.2,9.3,16.1,,N/A,5,N/A,5
CLEVELAND EYE AND LASER SURGERY CENTER LLC,36C0001238,1801094669,FAIRVIEW PARK,OH,44126,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.32,
AGCNY EAST LLC,33C0001113,1801196050,FAYETTEVILLE,NY,13066,2019,94.35,,N/A,5,1097,No Different Than the National Rate,10.4,7.7,13.8,,N/A,5,N/A,5
TEXAS HEALTH SURGERY CENTER ROCKWALL LLC,45C0001653,1801309612,ROCKWALL,TX,75032,2019,100.00,,N/A,5,268,No Different Than the National Rate,11.6,8.4,15.9,,100.00,,N/A,5
